order_id,customer_id,restaurant_id,city,cuisine_type,customer_segment,order_datetime,order_value,discount_applied,delivery_fee,final_amount,payment_method,preparation_time_min,delivery_time_min,delivery_status,customer_rating,distance_km,rider_id,tip_amount,promo_code_used
ORD000150,CUST2036,REST271,Hyderabad,Italian,Regular,2025-10-20 17:47:00,548.33,36.86,46.84,558.31,Debit Card,15,49,Cancelled,2,15.87,RID469,50.34,YES
ORD000151,CUST6443,REST961,Chennai,Fast Food,Regular,2025-11-17 16:55:00,609.54,16.3,50.47,643.71,Cash on Delivery,29,78,Cancelled,4,9.18,RID943,171.9,YES
ORD000152,CUST5775,REST852,Pune,South Indian,Regular,2025-06-03 10:56:00,1275.67,56.65,59.82,1278.84,Wallet,29,51,Delivered,3,7.19,RID387,163.3,NO
ORD000153,CUST1440,REST844,Hyderabad,South Indian,New,2025-07-06 03:53:00,619.53,154.46,37.99,503.06,Cash on Delivery,39,85,Cancelled,5,16.79,RID170,163.79,NO
ORD000154,CUST7176,REST175,Hyderabad,Desserts,Regular,2025-12-11 17:02:00,861.66,54.43,35.41,842.64,Wallet,14,64,Cancelled,4,11.15,RID990,138.34,YES
ORD000155,CUST6816,REST270,Pune,Desserts,New,2025-07-04 23:56:00,1545.48,353.3,30.94,1223.12,Wallet,38,82,Delayed,2,13.87,RID509,193.36,NO
ORD000156,CUST4621,REST556,Delhi,Fast Food,Regular,2025-08-09 03:36:00,758.04,96.78,71.88,733.14,Wallet,10,26,Delayed,5,10.51,RID453,199.54,NO
ORD000157,CUST6620,REST566,Mumbai,Desserts,Regular,2025-02-23 10:05:00,422.76,99.42,34.17,357.51,Debit Card,23,38,Cancelled,3,2.85,RID839,139.35,NO
ORD000158,CUST4996,REST628,Mumbai,Desserts,New,2025-02-04 10:14:00,203.08,17.42,30.94,216.6,Debit Card,11,28,Delayed,2,9.1,RID573,46.37,NO
ORD000159,CUST8365,REST706,Hyderabad,Fast Food,New,2025-11-19 06:17:00,1694.67,167.6,93.74,1620.81,Credit Card,15,65,Delivered,2,6.29,RID820,161.75,YES
ORD000160,CUST9019,REST640,Pune,Italian,Premium,2025-10-23 03:28:00,589.36,48.03,65.76,607.09,Cash on Delivery,35,79,Delayed,3,8.46,RID216,69.58,NO
ORD000161,CUST2931,REST344,Delhi,Indian,New,2025-11-13 05:53:00,2308.9,340.66,87.21,2055.45,Debit Card,36,65,Delayed,3,3.69,RID497,83.65,YES
ORD000162,CUST3733,REST601,Delhi,Chinese,New,2025-10-22 13:05:00,1293.68,173.8,111.92,1231.8,Debit Card,23,44,Cancelled,2,12.77,RID986,71.81,YES
ORD000163,CUST7809,REST827,Hyderabad,Fast Food,New,2025-09-06 04:39:00,2415.0,305.16,69.5,2179.34,UPI,16,50,Delayed,4,1.59,RID879,44.11,YES
ORD000164,CUST9369,REST215,Chennai,Indian,Regular,2025-05-21 07:40:00,545.29,62.34,94.25,577.2,Wallet,27,55,Cancelled,4,11.3,RID874,8.32,NO
ORD000165,CUST8368,REST369,Delhi,Indian,Regular,2025-10-07 07:27:00,1879.57,307.16,44.75,1617.16,UPI,23,39,Delivered,1,4.99,RID855,117.58,NO
ORD000166,CUST1972,REST683,Delhi,Desserts,Regular,2025-12-30 20:49:00,540.06,18.8,40.66,561.92,Wallet,30,67,Delayed,2,4.2,RID820,58.53,NO
ORD000167,CUST5543,REST987,Pune,Chinese,Premium,2025-09-21 23:11:00,468.63,87.88,61.16,441.91,Credit Card,36,52,Delivered,1,3.78,RID429,165.7,NO
ORD000168,CUST7600,REST627,Pune,Italian,Premium,2025-09-08 04:51:00,781.49,80.93,65.2,765.76,Debit Card,28,78,Cancelled,1,19.05,RID435,116.39,YES
ORD000169,CUST4470,REST606,Delhi,Italian,Regular,2025-08-23 21:40:00,2147.75,427.23,59.77,1780.29,Debit Card,31,63,Delayed,4,11.98,RID679,170.48,NO
ORD000170,CUST8230,REST567,Bengaluru,Fast Food,New,2025-12-16 01:39:00,1621.52,339.18,21.63,1303.97,Credit Card,11,27,Delayed,2,6.74,RID995,186.55,NO
ORD000171,CUST7493,REST740,Delhi,South Indian,Premium,2025-02-17 22:20:00,343.69,57.1,84.89,371.48,Credit Card,21,47,Cancelled,1,13.45,RID820,19.04,YES
ORD000172,CUST2975,REST980,Hyderabad,South Indian,New,2025-09-02 02:39:00,681.55,115.86,20.93,586.62,Cash on Delivery,14,61,Delivered,3,5.35,RID191,146.15,YES
ORD000173,CUST3340,REST170,Chennai,Desserts,New,2025-02-22 10:41:00,472.25,91.32,95.32,476.25,Wallet,21,50,Delayed,2,4.12,RID459,144.49,YES
ORD000174,CUST7291,REST459,Hyderabad,Italian,New,2025-07-30 21:01:00,2170.91,47.05,30.05,2153.91,Credit Card,31,69,Cancelled,1,13.25,RID354,110.68,NO
ORD000175,CUST5842,REST761,Bengaluru,Chinese,Regular,2025-12-20 00:54:00,632.8,96.02,38.86,575.64,Cash on Delivery,37,66,Delivered,4,5.58,RID753,118.79,YES
ORD000176,CUST8717,REST888,Bengaluru,Indian,Premium,2025-07-04 10:48:00,2172.91,308.76,56.54,1920.69,UPI,14,48,Delivered,2,5.98,RID140,184.52,NO
ORD000177,CUST9808,REST730,Mumbai,Italian,New,2025-09-17 09:46:00,1952.71,206.78,60.23,1806.16,Debit Card,30,72,Delivered,5,10.71,RID308,194.86,YES
ORD000178,CUST6081,REST815,Hyderabad,South Indian,New,2025-10-02 11:09:00,1640.59,342.28,88.11,1386.42,UPI,22,69,Delivered,1,2.64,RID544,23.2,YES
ORD000179,CUST9133,REST455,Chennai,Desserts,Premium,2025-06-08 22:44:00,430.69,76.22,90.15,444.62,Debit Card,33,54,Delivered,2,8.07,RID867,156.22,NO
ORD000180,CUST2262,REST608,Hyderabad,Desserts,Regular,2025-03-02 01:00:00,789.15,12.6,91.23,867.78,UPI,20,57,Cancelled,5,17.33,RID270,73.54,NO
ORD000181,CUST5006,REST147,Hyderabad,Italian,Regular,2025-02-22 19:35:00,686.75,87.36,24.4,623.79,Credit Card,31,48,Delivered,1,18.69,RID978,7.07,NO
ORD000182,CUST7108,REST222,Chennai,South Indian,New,2025-04-25 10:59:00,2302.26,184.14,102.6,2220.72,Credit Card,17,53,Delivered,5,16.28,RID147,190.82,YES
ORD000183,CUST5777,REST677,Delhi,South Indian,Premium,2025-08-27 09:38:00,919.16,127.09,20.8,812.87,Credit Card,34,63,Cancelled,2,8.0,RID605,199.56,YES
ORD000184,CUST6488,REST101,Pune,Fast Food,Premium,2025-10-07 08:22:00,2341.13,13.99,74.15,2401.29,Debit Card,14,24,Delivered,1,4.9,RID343,83.96,YES
ORD000185,CUST8511,REST865,Bengaluru,Desserts,New,2025-03-14 09:33:00,2314.99,519.3,71.98,1867.67,Wallet,12,24,Delivered,3,13.11,RID503,14.97,YES
ORD000186,CUST6345,REST425,Hyderabad,Italian,New,2025-08-11 22:36:00,706.41,46.09,51.5,711.82,UPI,40,58,Delivered,4,3.59,RID888,116.94,YES
ORD000187,CUST8404,REST415,Hyderabad,Italian,New,2025-02-24 05:36:00,887.98,26.8,55.83,917.01,UPI,24,63,Delivered,2,16.34,RID411,165.28,YES
ORD000188,CUST5896,REST366,Mumbai,Indian,Regular,2025-04-21 11:11:00,1821.22,440.92,59.62,1439.92,Cash on Delivery,14,29,Delayed,1,15.21,RID355,18.95,YES
ORD000189,CUST7098,REST802,Pune,South Indian,New,2025-03-13 04:08:00,2101.37,516.18,33.07,1618.26,Wallet,10,23,Delayed,4,5.92,RID932,15.0,YES
ORD000190,CUST1699,REST572,Bengaluru,Chinese,Premium,2025-04-12 22:02:00,366.15,77.56,100.89,389.48,Cash on Delivery,24,42,Delayed,1,8.5,RID130,76.55,NO
ORD000191,CUST5026,REST762,Delhi,Fast Food,Regular,2025-03-30 12:04:00,796.21,88.78,34.86,742.29,Wallet,16,37,Cancelled,5,2.16,RID386,76.6,NO
ORD000192,CUST7266,REST900,Pune,Italian,Regular,2025-04-13 21:56:00,735.5,182.79,74.37,627.08,Wallet,38,81,Cancelled,1,7.54,RID679,100.48,NO
ORD000193,CUST1959,REST928,Hyderabad,Desserts,Regular,2025-05-19 06:08:00,1553.22,11.38,101.07,1642.91,Wallet,10,40,Delivered,3,19.51,RID202,49.57,YES
ORD000194,CUST6813,REST959,Mumbai,Chinese,New,2025-05-17 18:12:00,1945.52,460.99,77.57,1562.1,Wallet,36,49,Cancelled,4,16.32,RID814,71.76,YES
ORD000195,CUST9882,REST416,Mumbai,Fast Food,New,2025-12-27 23:54:00,1474.48,207.57,38.82,1305.73,UPI,21,67,Delivered,4,5.42,RID324,3.99,NO
ORD000196,CUST1975,REST122,Mumbai,Desserts,Premium,2025-01-01 11:19:00,623.44,20.34,91.69,694.79,Credit Card,39,88,Delivered,3,17.08,RID981,72.98,YES
ORD000197,CUST8157,REST910,Pune,Fast Food,Premium,2025-07-11 22:36:00,387.43,29.23,33.65,391.85,Debit Card,22,69,Delivered,2,14.44,RID675,138.71,NO
ORD000198,CUST1029,REST818,Chennai,Fast Food,Premium,2025-04-25 22:43:00,1039.2,190.69,49.45,897.96,UPI,28,49,Delivered,2,12.45,RID928,193.51,YES
ORD000199,CUST3750,REST751,Bengaluru,South Indian,Premium,2025-11-24 19:18:00,480.51,89.54,43.8,434.77,Debit Card,13,54,Cancelled,3,1.22,RID314,49.91,YES
ORD000200,CUST3725,REST523,Hyderabad,Fast Food,Regular,2025-06-29 08:45:00,1842.97,22.18,63.82,1884.61,Wallet,35,51,Cancelled,4,2.93,RID590,157.75,YES
ORD000201,CUST6600,REST274,Hyderabad,Chinese,Premium,2025-03-25 15:24:00,843.04,67.17,115.17,891.04,UPI,12,24,Delayed,1,18.89,RID195,67.59,NO
ORD000202,CUST4367,REST294,Hyderabad,South Indian,Premium,2025-12-27 01:03:00,1577.2,171.21,25.36,1431.35,Wallet,23,43,Cancelled,3,13.55,RID404,47.51,YES
ORD000203,CUST8869,REST304,Bengaluru,Indian,New,2025-07-21 19:30:00,510.94,46.09,62.76,527.61,Credit Card,27,68,Delayed,3,6.54,RID183,94.71,YES
ORD000204,CUST4029,REST479,Hyderabad,Italian,New,2025-06-07 13:34:00,2252.96,149.26,84.19,2187.89,Cash on Delivery,25,66,Delivered,4,6.0,RID576,52.68,NO
ORD000205,CUST4727,REST666,Bengaluru,Fast Food,Premium,2025-10-16 02:06:00,351.41,30.2,74.14,395.35,Cash on Delivery,14,30,Delayed,5,14.05,RID586,114.54,YES
ORD000206,CUST3415,REST223,Hyderabad,Chinese,New,2025-09-01 10:12:00,2271.53,405.64,70.21,1936.1,Credit Card,12,47,Delivered,5,3.4,RID533,15.67,NO
ORD000207,CUST2425,REST497,Chennai,Fast Food,Premium,2025-04-14 21:24:00,756.03,172.15,111.42,695.3,Debit Card,14,62,Cancelled,1,10.87,RID994,2.47,NO
ORD000208,CUST2730,REST676,Bengaluru,Italian,Premium,2025-02-27 14:08:00,1481.5,215.81,116.48,1382.17,Debit Card,14,33,Cancelled,1,6.02,RID770,97.12,NO
ORD000209,CUST7484,REST439,Pune,Chinese,New,2025-01-20 05:52:00,488.05,74.26,89.37,503.16,Cash on Delivery,18,53,Cancelled,1,18.04,RID120,67.57,NO
ORD000210,CUST3201,REST407,Pune,Fast Food,Regular,2025-06-09 09:34:00,2166.85,370.99,117.25,1913.11,Debit Card,36,77,Delayed,2,8.92,RID761,17.86,NO
ORD000211,CUST3604,REST167,Delhi,South Indian,Premium,2025-04-19 13:53:00,1934.81,419.46,102.1,1617.45,Cash on Delivery,33,74,Delivered,5,15.83,RID636,175.87,YES
ORD000212,CUST4262,REST380,Delhi,Fast Food,Premium,2025-03-30 06:34:00,2116.9,132.04,65.64,2050.5,Cash on Delivery,38,60,Delayed,3,18.54,RID797,6.11,NO
ORD000213,CUST3679,REST957,Delhi,South Indian,Premium,2025-09-08 20:16:00,2407.22,285.61,75.13,2196.74,UPI,24,45,Cancelled,3,1.52,RID150,32.58,YES
ORD000214,CUST8767,REST235,Pune,Chinese,Premium,2025-04-24 22:05:00,782.35,80.09,22.01,724.27,UPI,17,40,Delivered,1,5.8,RID924,188.6,NO
ORD000215,CUST7506,REST698,Bengaluru,Indian,Premium,2025-08-05 12:51:00,1228.65,67.03,50.21,1211.83,Debit Card,37,69,Delayed,5,13.3,RID723,56.54,YES
ORD000216,CUST4086,REST253,Chennai,Chinese,New,2025-09-04 02:10:00,1655.4,356.53,46.11,1344.98,Wallet,20,47,Cancelled,3,13.55,RID797,27.99,YES
ORD000217,CUST4111,REST451,Pune,South Indian,New,2025-12-02 16:58:00,2281.24,230.75,93.67,2144.16,Wallet,19,45,Delayed,5,15.91,RID787,71.7,NO
ORD000218,CUST3999,REST796,Delhi,South Indian,New,2025-03-29 22:26:00,575.67,14.05,32.79,594.41,Credit Card,38,83,Cancelled,3,5.24,RID992,61.42,NO
ORD000219,CUST2166,REST583,Mumbai,Desserts,New,2025-07-10 08:53:00,1239.84,36.51,25.37,1228.7,Cash on Delivery,28,56,Delayed,5,6.67,RID155,174.17,YES
ORD000220,CUST6183,REST983,Pune,Chinese,New,2025-03-12 06:50:00,2469.9,551.31,118.66,2037.25,Cash on Delivery,20,56,Cancelled,2,12.99,RID281,62.68,YES
ORD000221,CUST2442,REST232,Chennai,Fast Food,Premium,2025-01-03 15:25:00,1938.8,81.72,96.45,1953.53,Cash on Delivery,18,41,Cancelled,4,9.15,RID588,76.66,YES
ORD000222,CUST4122,REST118,Pune,Indian,Premium,2025-10-01 06:48:00,2382.66,531.34,95.68,1947.0,Credit Card,33,66,Delivered,5,14.18,RID452,62.42,YES
ORD000223,CUST8469,REST845,Chennai,Desserts,Premium,2025-07-16 17:10:00,542.5,111.73,49.82,480.59,Debit Card,28,57,Cancelled,3,17.87,RID237,68.55,NO
ORD000224,CUST1359,REST703,Chennai,Chinese,New,2025-07-03 06:25:00,194.94,10.93,118.49,302.5,Debit Card,15,50,Delayed,2,13.36,RID138,75.04,NO
ORD000225,CUST1790,REST806,Bengaluru,Fast Food,Regular,2025-10-01 21:16:00,2487.5,411.66,85.36,2161.2,Cash on Delivery,11,59,Delivered,1,11.4,RID585,140.37,YES
ORD000226,CUST3247,REST528,Bengaluru,Desserts,Premium,2025-12-22 23:24:00,857.62,141.86,86.25,802.01,Wallet,30,40,Delivered,3,6.37,RID903,21.25,YES
ORD000227,CUST5839,REST264,Bengaluru,Desserts,Regular,2025-11-08 06:49:00,2104.02,511.87,55.79,1647.94,Credit Card,34,60,Delayed,4,18.73,RID438,46.9,YES
ORD000228,CUST9383,REST176,Pune,South Indian,New,2025-12-10 03:02:00,2112.8,353.38,34.91,1794.33,Debit Card,39,56,Delayed,1,5.39,RID403,52.83,YES
ORD000229,CUST2898,REST197,Bengaluru,Indian,New,2025-02-21 05:57:00,2152.78,193.87,87.68,2046.59,Credit Card,37,49,Cancelled,4,7.79,RID548,191.02,NO
ORD000230,CUST7319,REST806,Hyderabad,Fast Food,Premium,2025-02-17 12:43:00,579.74,58.09,116.23,637.88,Credit Card,36,67,Delivered,3,3.52,RID843,11.73,YES
ORD000231,CUST7221,REST897,Delhi,Desserts,New,2025-02-23 14:12:00,1284.29,182.67,63.82,1165.44,Credit Card,39,86,Cancelled,5,18.49,RID215,177.52,NO
ORD000232,CUST4669,REST785,Delhi,Desserts,Premium,2025-01-24 02:09:00,179.05,38.87,72.48,212.66,Wallet,18,48,Delivered,5,9.22,RID844,49.72,NO
ORD000233,CUST1894,REST111,Pune,Chinese,Premium,2025-12-06 23:05:00,499.34,103.17,109.21,505.38,Cash on Delivery,30,64,Cancelled,5,17.52,RID176,150.29,NO
ORD000234,CUST2291,REST570,Hyderabad,Desserts,Regular,2025-05-04 11:17:00,1341.28,184.59,57.86,1214.55,UPI,18,31,Cancelled,2,9.49,RID221,196.13,YES
ORD000235,CUST5990,REST620,Chennai,Chinese,Premium,2025-02-22 13:46:00,1459.26,0.06,29.09,1488.29,Cash on Delivery,23,35,Cancelled,5,7.9,RID155,163.32,NO
ORD000236,CUST2868,REST199,Pune,Chinese,New,2025-06-19 19:07:00,1559.89,279.48,56.33,1336.74,Debit Card,34,83,Cancelled,4,16.77,RID919,58.4,NO
ORD000237,CUST2752,REST360,Chennai,Chinese,New,2025-12-26 03:37:00,1307.19,268.57,94.25,1132.87,UPI,11,31,Cancelled,4,5.1,RID944,156.28,NO
ORD000238,CUST8493,REST774,Chennai,Desserts,New,2025-02-25 14:08:00,2118.05,311.78,97.21,1903.48,Cash on Delivery,11,61,Delivered,4,11.08,RID149,110.65,NO
ORD000239,CUST3103,REST206,Hyderabad,South Indian,Premium,2025-10-27 16:29:00,1985.54,451.8,89.18,1622.92,Wallet,39,81,Cancelled,2,10.58,RID493,83.73,YES
ORD000240,CUST9393,REST406,Pune,Desserts,Regular,2025-05-21 13:34:00,2430.66,275.18,33.34,2188.82,Wallet,40,71,Delayed,4,5.13,RID314,124.83,NO
ORD000241,CUST9888,REST810,Pune,Italian,Premium,2025-12-18 11:47:00,2456.14,399.18,115.83,2172.79,UPI,39,57,Cancelled,5,11.68,RID696,114.13,NO
ORD000242,CUST1869,REST786,Bengaluru,Chinese,Regular,2025-12-12 18:13:00,2049.52,267.84,22.53,1804.21,Credit Card,19,56,Cancelled,2,13.98,RID249,167.88,NO
ORD000243,CUST4675,REST860,Pune,Desserts,Regular,2025-04-15 18:28:00,2062.96,52.85,106.8,2116.91,Credit Card,11,43,Delayed,5,15.9,RID917,139.23,YES
ORD000244,CUST8259,REST949,Mumbai,South Indian,Premium,2025-07-15 13:13:00,2419.71,32.55,94.37,2481.53,Debit Card,23,53,Delayed,2,11.39,RID717,39.29,YES
ORD000245,CUST1665,REST538,Delhi,Desserts,Regular,2025-05-31 15:19:00,589.39,25.61,71.38,635.16,Credit Card,15,29,Delivered,4,12.1,RID361,1.13,NO
ORD000246,CUST5934,REST602,Chennai,Desserts,Regular,2025-12-30 05:17:00,2332.28,348.02,97.37,2081.63,UPI,11,30,Delayed,5,7.04,RID325,191.4,YES
ORD000247,CUST6437,REST439,Delhi,Italian,New,2025-09-16 05:26:00,1412.03,32.46,42.12,1421.69,Wallet,23,67,Delayed,2,10.02,RID674,164.74,YES
ORD000248,CUST1653,REST798,Delhi,Fast Food,New,2025-02-28 22:49:00,714.82,114.78,111.86,711.9,Cash on Delivery,21,59,Cancelled,2,11.26,RID389,4.94,NO
ORD000249,CUST2349,REST198,Mumbai,Desserts,Premium,2025-09-21 17:21:00,253.05,56.83,39.25,235.47,UPI,24,65,Delayed,5,2.24,RID786,125.9,YES
ORD000250,CUST2181,REST864,Pune,Chinese,New,2025-12-17 14:28:00,633.11,131.17,107.86,609.8,Cash on Delivery,36,52,Delayed,4,7.3,RID189,14.65,YES
ORD000251,CUST7626,REST543,Delhi,Indian,Regular,2025-05-09 19:02:00,2080.81,473.9,60.76,1667.67,UPI,12,58,Delayed,4,1.11,RID837,123.67,YES
ORD000252,CUST5612,REST883,Hyderabad,Fast Food,Regular,2025-12-25 02:28:00,399.42,78.58,50.14,370.98,UPI,21,63,Cancelled,1,3.97,RID325,27.28,NO
ORD000253,CUST1182,REST666,Chennai,Chinese,New,2025-10-07 10:04:00,488.58,82.73,111.42,517.27,UPI,40,90,Delivered,3,11.88,RID503,107.43,YES
ORD000254,CUST3637,REST288,Mumbai,Desserts,Regular,2025-06-06 07:10:00,647.58,146.62,105.15,606.11,Credit Card,33,65,Delivered,2,4.45,RID918,113.46,YES
ORD000255,CUST8982,REST438,Delhi,Chinese,Premium,2025-10-09 15:44:00,321.89,54.05,45.07,312.91,Credit Card,30,75,Delivered,2,6.42,RID171,180.02,NO
ORD000256,CUST6971,REST927,Delhi,Fast Food,New,2025-09-06 15:22:00,1699.64,294.66,35.24,1440.22,UPI,20,69,Cancelled,5,5.68,RID326,142.44,NO
ORD000257,CUST8978,REST664,Bengaluru,Chinese,Premium,2025-05-22 12:16:00,2213.03,256.07,55.87,2012.83,Wallet,14,45,Delivered,3,16.99,RID979,165.29,YES
ORD000258,CUST7637,REST887,Chennai,Chinese,New,2025-05-15 21:23:00,2246.45,477.14,83.16,1852.47,Wallet,12,26,Cancelled,5,11.33,RID652,94.42,YES
ORD000259,CUST2483,REST506,Delhi,Desserts,New,2025-07-07 13:23:00,1873.08,136.27,66.47,1803.28,Credit Card,17,64,Delayed,5,14.0,RID875,102.83,NO
ORD000260,CUST6878,REST141,Mumbai,Fast Food,New,2025-03-23 06:06:00,1699.62,411.2,93.59,1382.01,UPI,28,74,Cancelled,4,8.02,RID143,133.72,NO
ORD000261,CUST9542,REST748,Delhi,South Indian,Regular,2025-07-18 16:01:00,2221.65,22.16,84.85,2284.34,Wallet,39,78,Delayed,1,11.83,RID485,130.74,NO
ORD000262,CUST7649,REST461,Delhi,Fast Food,Regular,2025-10-28 22:18:00,1364.16,128.34,110.72,1346.54,Wallet,38,52,Delivered,5,10.53,RID242,87.98,YES
ORD000263,CUST4773,REST524,Delhi,South Indian,New,2025-02-09 17:33:00,647.07,30.24,56.22,673.05,Cash on Delivery,30,57,Delayed,1,10.1,RID315,118.16,NO
ORD000264,CUST3406,REST157,Mumbai,Italian,New,2025-01-12 08:19:00,1497.69,60.33,82.95,1520.31,Wallet,11,29,Cancelled,1,12.39,RID677,127.52,NO
ORD000265,CUST3338,REST913,Chennai,Chinese,Premium,2025-02-13 07:23:00,2483.02,538.38,37.06,1981.7,Wallet,24,72,Cancelled,4,4.19,RID802,68.53,NO
ORD000266,CUST9263,REST800,Hyderabad,Chinese,Premium,2025-11-02 20:09:00,1038.8,34.34,21.66,1026.12,UPI,12,36,Delivered,5,10.04,RID729,119.96,YES
ORD000267,CUST9553,REST530,Delhi,Indian,Premium,2025-02-17 16:27:00,2269.66,306.0,20.12,1983.78,Wallet,31,49,Cancelled,4,5.36,RID921,96.42,NO
ORD000268,CUST2373,REST390,Chennai,Desserts,Regular,2025-06-29 20:06:00,379.63,12.71,67.71,434.63,Debit Card,35,81,Delivered,2,1.1,RID861,157.88,YES
ORD000269,CUST7980,REST767,Chennai,Italian,Regular,2025-09-24 00:14:00,1766.25,139.49,56.23,1682.99,Wallet,22,45,Cancelled,2,11.73,RID726,55.11,NO
ORD000270,CUST6024,REST691,Delhi,South Indian,Regular,2025-04-15 14:06:00,1283.8,118.82,75.49,1240.47,Credit Card,27,72,Delayed,3,3.26,RID335,89.32,YES
ORD000271,CUST3633,REST498,Pune,Indian,New,2025-02-21 07:19:00,1997.29,399.88,81.4,1678.81,Credit Card,26,61,Cancelled,1,18.59,RID545,17.63,NO
ORD000272,CUST9536,REST393,Pune,Desserts,New,2025-04-24 12:39:00,238.73,22.94,118.44,334.23,Credit Card,12,60,Delayed,5,10.39,RID110,40.34,NO
ORD000273,CUST6893,REST344,Pune,Indian,New,2025-04-10 01:08:00,1349.79,235.69,81.52,1195.62,UPI,35,83,Cancelled,1,15.81,RID461,133.93,NO
ORD000274,CUST6703,REST455,Delhi,Chinese,Premium,2025-10-28 06:50:00,1881.78,32.28,29.02,1878.52,Credit Card,26,36,Cancelled,3,18.66,RID688,0.93,YES
ORD000275,CUST5222,REST997,Chennai,Desserts,Regular,2025-07-28 17:16:00,320.11,23.55,114.7,411.26,Cash on Delivery,13,58,Cancelled,5,11.7,RID888,48.65,NO
ORD000276,CUST4610,REST793,Pune,Chinese,Regular,2025-08-23 23:15:00,2175.75,262.16,45.78,1959.37,Cash on Delivery,24,71,Cancelled,4,10.81,RID109,140.16,NO
ORD000277,CUST8807,REST421,Delhi,Chinese,Premium,2025-05-08 09:48:00,1733.19,355.77,27.6,1405.02,Debit Card,12,47,Delivered,2,19.0,RID799,186.05,YES
ORD000278,CUST6833,REST259,Bengaluru,Indian,New,2025-09-13 06:48:00,2200.94,113.78,40.28,2127.44,Cash on Delivery,17,42,Delayed,2,1.13,RID977,108.29,YES
ORD000279,CUST9041,REST287,Chennai,Italian,Regular,2025-09-04 12:40:00,1307.0,321.97,109.7,1094.73,Credit Card,29,59,Delayed,3,3.44,RID638,159.85,NO
ORD000280,CUST9490,REST571,Delhi,South Indian,New,2025-10-04 01:06:00,1075.23,184.49,37.48,928.22,UPI,26,58,Delayed,1,5.0,RID694,20.15,NO
ORD000281,CUST6995,REST288,Hyderabad,Fast Food,New,2025-11-10 08:51:00,767.7,51.71,115.85,831.84,Cash on Delivery,15,60,Delayed,3,15.29,RID473,170.87,NO
ORD000282,CUST4863,REST668,Hyderabad,Fast Food,New,2025-08-19 06:08:00,2451.29,420.4,101.42,2132.31,Credit Card,28,46,Delayed,3,3.84,RID925,1.95,NO
ORD000283,CUST5111,REST675,Chennai,Indian,Regular,2025-09-13 04:35:00,1364.97,245.89,98.53,1217.61,UPI,38,88,Delayed,3,4.1,RID320,162.76,NO
ORD000284,CUST6638,REST120,Hyderabad,Indian,Regular,2025-11-19 03:17:00,760.46,68.5,75.75,767.71,Wallet,24,55,Delivered,3,11.96,RID765,129.83,YES
ORD000285,CUST5694,REST574,Pune,Chinese,New,2025-05-26 12:07:00,1295.61,238.56,108.96,1166.01,Debit Card,20,62,Cancelled,4,12.99,RID685,80.95,YES
ORD000286,CUST7479,REST377,Hyderabad,Italian,Premium,2025-02-10 05:31:00,886.68,144.75,91.04,832.97,Wallet,20,44,Delayed,5,19.34,RID523,33.46,YES
ORD000287,CUST7505,REST205,Bengaluru,Indian,Regular,2025-03-06 08:00:00,2360.03,413.42,28.01,1974.62,Wallet,31,57,Delivered,2,1.5,RID506,104.8,YES
ORD000288,CUST5053,REST855,Delhi,Fast Food,Premium,2025-02-23 08:57:00,348.13,81.08,58.98,326.03,Credit Card,29,48,Delivered,2,11.01,RID274,5.71,NO
ORD000289,CUST3900,REST705,Chennai,Fast Food,Premium,2025-06-16 16:15:00,2346.92,321.85,33.51,2058.58,Wallet,24,68,Cancelled,5,10.95,RID754,106.76,NO
ORD000290,CUST1172,REST100,Chennai,Chinese,Regular,2025-09-04 18:25:00,1188.37,108.67,45.98,1125.68,Debit Card,17,32,Cancelled,3,11.17,RID804,184.42,NO
ORD000291,CUST7121,REST293,Hyderabad,Desserts,Regular,2025-06-03 00:18:00,2025.22,302.27,99.68,1822.63,Cash on Delivery,34,71,Delivered,5,4.1,RID854,129.2,NO
ORD000292,CUST5454,REST391,Pune,South Indian,Premium,2025-04-23 08:58:00,1619.51,209.16,100.0,1510.35,Debit Card,12,49,Cancelled,5,4.57,RID170,36.48,NO
ORD000293,CUST1317,REST255,Bengaluru,Desserts,New,2025-02-26 21:44:00,1214.0,212.59,69.2,1070.61,Credit Card,24,73,Delivered,3,6.36,RID228,143.04,YES
ORD000294,CUST7084,REST574,Pune,Indian,Regular,2025-04-30 03:04:00,1309.91,111.97,51.16,1249.1,UPI,14,24,Delivered,4,2.06,RID894,78.48,NO
ORD000295,CUST7304,REST889,Hyderabad,Chinese,Premium,2025-04-03 06:33:00,2070.54,428.73,32.2,1674.01,UPI,38,64,Delivered,2,9.76,RID889,18.79,YES
ORD000296,CUST9534,REST225,Delhi,Fast Food,Premium,2025-08-31 13:16:00,2350.11,93.19,92.82,2349.74,Debit Card,31,60,Delivered,5,7.85,RID153,172.73,YES
ORD000297,CUST7484,REST908,Mumbai,Indian,New,2025-02-27 08:03:00,912.61,38.18,47.61,922.04,Wallet,30,67,Delayed,1,10.03,RID710,31.0,YES
ORD000298,CUST1979,REST464,Pune,Chinese,Premium,2025-05-08 05:22:00,1761.97,149.07,116.97,1729.87,Wallet,25,40,Delivered,1,3.39,RID338,63.35,NO
ORD000299,CUST8168,REST672,Delhi,Desserts,Premium,2025-08-13 06:35:00,991.69,33.4,109.87,1068.16,Cash on Delivery,10,44,Delivered,4,11.77,RID656,69.53,NO
